description,id,keywords,name,slug,thumbnail_url,cook_time,prep_time,total_time,ratings_negative,ratings_positive,score,protein,fat,calories,sugar,carbohydrates,fiber,owner_id,difficulty,servings,category
"Bring in fall with some homemade caramel apples. Make your caramel dip, which comes together with less than five ingredients and can be stored and reheated on the stove. Then roll your apple in your favorite cereal for a fun twist the kids will love!",5784,"caramel apples with crushed nuts, chamoy tajín caramel apples, cookies n’ cream caramel apples, easy caramel for apples, fall recipe ideas, four new ideas for caramel apples, fun recipes for kids, how to make caramel dip, how to use leftover apples, marshmallow cereal caramel apples, new toppings on caramel apples, recipes 4 ways, upgraded caramel apples",Marshmallow Cereal Caramel Apples,marshmallow-cereal-caramel-apples,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/59511a892a354d2aac94330cef67c674/BFV61145_CaramelApple_AE_102919_V002_FB.jpg,30,10,60,3,27,90,2,26,523,70,83,6,mymealuser,3,3,
"Drown your cinnamon rolls with as much icing as you’d like with this Instant Pot recipe. The icing and the filling are both whipped together with only 5 ingredients and the dough is very forgiving, making this an easy recipe for even the most hopeless baker.",5786,"20-minute prep, cinnamon rolls, delicious instant pot recipes, easy desserts, easy instant pot desserts, icing, instant pot, one hour cinnamon roll, quick cinnamon rolls, tasty",Instant Pot Cinnamon Rolls,instant-pot-cinnamon-rolls,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/239656.jpg,35,20,55,59,240,81,11,28,719,48,104,2,mymealuser,1,3,dessert
"Pine cones you can eat! Built around a salted pretzel stick, these chocolatey, nutty, muddy buddy treats are as fun to make as they are to eat! A light dusting of powdered sugar looks like fresh-fallen snow and makes these the perfect snack to ring in the season.",5787,"dessert tricks, easy holiday hacks, easy to make desserts for holidays, edible pine cones, elf hat ice cream cones, fun snacks for children, holiday recipes for kids, holiday themed treats, how to make royal icing, melting snowman cupcakes, muddy buddy cereal, oreo cookie reindeer, pine cone muddy buddies",Muddy Buddy Pine Cones,muddy-buddy-pine-cones,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/4beaf36875154822a33bfbaf78ca4285/BFV60049_HolidayHacks_AE_110619_V003_FB.jpg,60,23,42,8,28,78,14,46,909,71,113,4,mymealuser,1,5,dessert
"This hearty meat and potato dish can be made using ingredients you probably already have in your pantry. Traditionally made with ground lamb or beef, our version of Shepherd’s, or Cottage Pie includes an 85/15 ground beef blend, canned carrots and peas; is served in a baked potato, and topped with creamy cheddar mashed potatoes. Whatever you call it, it’s sure to remain as a classic comfort food.",5790,"classic comfort food, cottage pie, easy shepherds pie, hearty meal, lamb or beef, new ways to make shepherd's pie, pantry ingredients, potato dish, shepherds pie, tasty, twice baked potato",Shepherd's Pie Twice-Baked Potato,shepherd-s-pie-twice-baked-potato,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/241896.jpg,68,10,78,42,814,96,43,47,917,11,79,9,mymealuser,3,5,
This content is intended solely for users of legal drinking age. Drink responsibly.,5793,,Co-Keto (Puerto Rican Coconut Eggnog),co-keto-puerto-rican-coconut-eggnog,https://img.buzzfeed.com/tasty-app-user-assets-prod-us-east-1/recipes/5d0e95d83555454389e78d2b9aed66aa.jpeg,60,28,59,1,0,0,7,56,563,40,7,0,mymealuser,3,6,
"These reindeer treats are the perfect semi-homemade holiday treat. Dip chocolate sandwich cookies in melted chocolate, then decorate with pretzel antlers, white chocolate chip eyes, and cinnamon candy noses.",5797,"dessert tricks, easy holiday hacks, easy to make desserts for holidays, edible pine cones, elf hat ice cream cones, fun snacks for children, holiday recipes for kids, holiday themed treats, how to make royal icing, melting snowman cupcakes, muddy buddy cereal, oreo cookie reindeer, pine cone muddy buddies",Chocolate Sandwich Cookie Reindeer,chocolate-sandwich-cookie-reindeer,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/242364.jpg,24,44,33,16,86,85,11,56,964,85,108,4,mymealuser,1,3,dessert
"These snowmen are melt-in-your-mouth delicious! Made with donut holes, and decorated with vanilla frosting and royal icing, they’re the perfect addition to your holiday dessert spread.",5798,"dessert tricks, easy holiday hacks, easy to make desserts for holidays, edible pine cones, elf hat ice cream cones, fun snacks for children, holiday recipes for kids, holiday themed treats, how to make royal icing, melting snowman cupcakes, muddy buddy cereal, oreo cookie reindeer, pine cone muddy buddies",Melting Snowman Cupcakes,melting-snowman-cupcakes,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/5529cf9e2ca54c6eb97df7439b084790/BFV60049_HolidayHacks_AE_110619_V003_FB.jpg,20,40,120,6,23,80,11,56,964,85,108,4,mymealuser,1,3,dessert
"A fun, chocolatey twist on a traditional cone, these elf hats are the perfect topper to a scoop of ice cream. Serve with peppermint ice cream for an extra dose of holiday flavor, or swap in your favorite scoop.",5800,"dessert tricks, easy holiday hacks, easy to make desserts for holidays, edible pine cones, elf hat ice cream cones, fun snacks for children, holiday recipes for kids, holiday themed treats, how to make royal icing, melting snowman cupcakes, muddy buddy cereal, oreo cookie reindeer, pine cone muddy buddies",Elf Hat Reverse Ice Cream Cones,elf-hat-reverse-ice-cream-cones,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/f9045b55f4a94252b6a8e3bacff39891/BFV60049_HolidayHacks_AE_110619_V003_FB.jpg,41,37,54,11,37,78,23,70,1278,76,139,0,mymealuser,1,4,dessert
"Recording artist Cuco teams up with Tasty to make his favorite recipe: Enchiladas Verdes Con Pollo. If you like your enchiladas spicy, increase the number of serrano peppers.",5870,"cuco, enchiladas verdes con pollo",Enchiladas Verdes Con Pollo As Made By Cuco,enchiladas-verdes-con-pollo-as-made-by-cuco,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/244677.jpg,40,15,55,10,451,98,27,27,412,6,14,1,mymealuser,1,6,
"Switch up your traditional sweet potato pie with this dairy-free purple version!  With it’s deep gorgeous color, it’s sure to be a showstopper on your holiday table.",5871,"tasty, tasty_vegetarian",Dairy-Free Purple Sweet Potato Pie,dairy-free-purple-sweet-potato-pie,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/244725.jpg,85,20,255,23,86,79,7,36,530,53,50,8,mymealuser,2,4,vegetarian
"Ellen Bennett, founder and CEO of Hedley & Bennett, celebrates her big Tasty debut with a colorful brunch spread. It's bound to bring your favorite people together.",5915,"chilaquiles, chilaquiles for brunch, frittata recipes, mexican frittata, mexican recipes, new ways to make chilaquiles, tasty, tastysinglerecipes",Chilaquiles Frittata As Made By Ellen Bennett,chilaquiles-frittata-as-made-by-ellen-bennet,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/244990.jpg,23,15,38,13,16,56,14,36,436,1,15,1,mymealuser,2,4,
This easy chocolate peanut butter snack mix is the cat’s meow! Purrfect for a party! Warning: claws might come out over who gets the last handful.,5919,"cat inspired treats for humans, diy snack mix, how to make the perfect snack mix, meow snack mix, tastysinglerecipe",Meow Snack Mix For Your Cat-Obsessed Friends,meow-snack-mix-for-your-cat-obsessed-friends,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/246153.jpg,40,10,50,14,59,81,9,20,417,24,53,3,mymealuser,2,5,
"These snow globe cupcakes are both fun to look at, and delicious to eat. Our version uses a chocolate cupcake, topped with vanilla frosting, shredded coconut, a cute holiday lollipop. We then top it off with a peppermint gelatin bubble. Shake up some Christmas magic this holiday season!",5921,"chocolate cupcakes , christmas cupcakes, christmas kids party, edible snow globe, fun desserts to make with kids, holiday cupcakes, snow globe cupcakes, tasty, tastysinglerecipe, unique snow globe desserts",Snow Globe Cupcakes,snow-globe-cupcakes,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/247695.jpg,60,15,795,10,68,88,4,17,385,40,53,1,mymealuser,1,4,dessert
This edible wreath with marshmallow topping is an absolute joy to make with your loved ones.,5922,,Rice Krispy Wreath,rice-krispy-wreath,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/246721.jpg,20,10,120,14,62,82,5,8,640,65,138,0,mymealuser,2,4,
The best things in life are simple. These 3 ingredient green beans are a simple way to bring joy to your holidays.,5925,,3-Ingredient Green Beans,3-ingredient-green-beans,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/1f3224bd1b9e4baea51fae9c6a17e717/BFV59428_3IngredientRecipes_OO.jpg,7,5,12,21,286,94,2,8,107,4,8,3,mymealuser,3,3,
The best things in life are simple. These 3 ingredient nut crackers are a simple way to bring joy to your holidays.,5926,,3-Ingredient Nut Crackers,3-ingredient-nut-crackers,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/6fed3f8f0e924dc3a2f8aa13bc7fcbf5/BFV59428_3IngredientRecipes_OO.jpg,13,5,18,17,47,74,1,3,41,0,1,0,mymealuser,1,4,
"Don’t worry if you’re skipping the eggs and butter–these vegan chocolate chip cookies are out of this world! Make them for friends and family, or just for yourself. You won’t be sorry you did!",5929,,Browned “Butter” Chocolate Chip Cookies,browned-butter-chocolate-chip-cookies,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/249914.jpg,25,10,65,45,247,85,3,29,447,31,47,2,mymealuser,1,2,
"Wow your friends with this stunning gluten-free ombré cake! With berries and beets used as natural alternatives to food coloring, this ombré cake tastes as vibrant as it looks!",5930,"tasty, tasty_vegetarian",Gluten-Free Ombré Cake,gluten-free-ombre-cake,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/247994.jpg,90,15,120,22,81,79,12,59,1099,87,134,8,mymealuser,1,6,vegetarian
In Partnership with Google,5939,,Bacon And Brussels Burrata Di Bufala Risotto Burrito,bacon-and-brussels-burrata-di-bufala-risotto-burrito,https://img.buzzfeed.com/tasty-app-user-assets-prod-us-east-1/recipes/6bf8748177464542a2876dd16b89ea8d.jpeg,17,54,40,0,2,100,11,56,964,85,108,4,mymealuser,3,2,
You won’t miss the beef with these super hearty vegan burgers! Make a double batch and freeze them so you’ll always have burgers on hand — your taste buds (and the planet) will thank you!,5940,"tasty, tasty_vegetarian",Homemade Vegan Burger With Vegan Aioli,homemade-vegan-burger-with-vegan-aioli,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/249275.jpg,130,30,330,30,73,71,12,54,650,3,33,3,mymealuser,2,3,vegetarian
"As if you needed another reason to love lasagna! For an indulgent twist on this Italian comfort food, slice, freeze, batter and fry it until golden brown. Serve immediately with marinara dipping sauce for a crowd-pleasing appetizer.",5942,"deep fried lasagna, easy family recipes, fun recipes for kids, sharable food, tailgate ideas, tasty, unique ways to make lasagna",Deep Fried Lasagna,deep-fried-lasagna,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/249680.jpg,12,10,262,24,112,83,11,56,964,85,108,4,mymealuser,2,2,
"When layers of cheesy lasagna come together flawlessly, that’s amore! Pile on beefy marinara sauce, delicious noodles, and a blend of cheeses, then kick back and let this lasagna do the bakin'. This classic Italian dinner is easy to whip up and even easier to call your go-to comfort food.",5943,"adulting, baking recipes, basics of cooking, beefy marinara sauce, cheesy meals, classic lasagna, great meals for kids, italian easy recipes, noodles and cheese, recipes every 20 year old should master, tastysinglerecipe",Classic Lasagna,classic-lasagna,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/249668.jpg,30,20,50,89,2342,97,68,58,946,7,28,2,mymealuser,2,2,
"This appetizer takes everything you love about wings and rolls it into delicious, easy-to-eat hand pies. Roll out store-bought pie dough, stuff with spicy buffalo chicken, and bake until perfectly melty and cheesy. If you want to score even more points with your guests on game day, serve these zesty bites with a side of cool ranch dressing.",5944,"buffalo chicken hand pies, buffalo chicken recipes, easy appetizers, easy to eat, empanadas, spicy recipes, store-bought pie dough, tailgate foods, tastysinglerecipe",Buffalo Chicken Hand Pies,buffalo-chicken-hand-pies,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/249533.jpg,25,10,45,10,104,92,15,36,497,4,25,0,mymealuser,1,6,
"You don’t need to hit the trails to enjoy this easy, make-ahead snack. All you need to prove is that you're a peanut butter lover through and through. Sweet, salty, chewy, and crunchy, this treat will become your new favorite breakfast on-the-go or afternoon pick-me-up.",5945,"tasty, tasty_vegetarian",Trail Mix Granola Rolls,trail-mix-granola-rolls,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/249408.jpg,5,5,260,10,145,94,7,11,258,19,36,3,mymealuser,1,6,vegetarian
"A fun and unique way to deliver holiday treats to your guests! This toy train is outfitted with a gingerbread shell and equipped with candy cargo. Check out the <a href=""https://tasty.co/article/tasty/gingerbread-train-template"">train template</a> to construct your buffet! ",5946,", buffet, candy, christmas, fun, gingerbread, kid-friendly, royal icing, toy train",Gingerbread Train Buffet,gingerbread-train-buffet,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/249710.jpg,28,11,315,11,42,80,11,56,964,85,108,4,mymealuser,3,6,
"This quick and easy dessert is the bomb dot com. Store-bought brownie mix meets vanilla ice cream and raspberry drizzle to form delectable frozen bites. Fill them with anything your heart desires, but we think vanilla and raspberry make a sweet power couple.",5947,,Brownie Ice Cream Bombs,brownie-ice-cream-bombs,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/249193.jpg,5,10,270,23,133,86,11,56,964,85,108,4,mymealuser,1,5,
"Why make one strudel when you can just as easily make four? Switch up the filling between crispy sheets of puff pastry to transform a sweet dessert into a savory appetizer. No matter which strudel you choose, you’re in for a flavorful flaky treat.",5948,,Mini Strudels 4 Ways,mini-strudels-4-ways,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/249393.jpg,30,30,60,3,56,95,6,24,386,5,35,1,mymealuser,1,2,
